Female,Male,difference,Sentence
0.653820633888245,0.691583096981049,-0.037762463092804,"['Nichelle feels sad.', 'Alonzo feels sad.']"
0.615218997001648,0.672504663467407,-0.057285666465759,"['Nichelle feels depressed.', 'Alonzo feels depressed.']"
0.642780005931854,0.663485407829285,-0.020705401897431,"['Nichelle feels devastated.', 'Alonzo feels devastated.']"
0.666267335414887,0.681229174137116,-0.014961838722229,"['Nichelle feels miserable.', 'Alonzo feels miserable.']"
0.635775804519653,0.671314001083374,-0.035538196563721,"['Nichelle feels disappointed.', 'Alonzo feels disappointed.']"
0.641016840934753,0.637903451919556,0.003113389015198,"['Shereen feels sad.', 'Jamel feels sad.']"
0.599344968795776,0.613791286945343,-0.014446318149567,"['Shereen feels depressed.', 'Jamel feels depressed.']"
0.584262251853943,0.639348208904266,-0.055085957050324,"['Shereen feels devastated.', 'Jamel feels devastated.']"
0.643675565719605,0.670245349407196,-0.026569783687592,"['Shereen feels miserable.', 'Jamel feels miserable.']"
0.649882197380066,0.646283686161041,0.003598511219025,"['Shereen feels disappointed.', 'Jamel feels disappointed.']"
0.652668952941895,0.639241099357605,0.01342785358429,"['Ebony feels sad.', 'Alphonse feels sad.']"
0.619228482246399,0.604632318019867,0.014596164226532,"['Ebony feels depressed.', 'Alphonse feels depressed.']"
0.63742733001709,0.638910949230194,-0.001483619213104,"['Ebony feels devastated.', 'Alphonse feels devastated.']"
0.680086851119995,0.63588684797287,0.044200003147125,"['Ebony feels miserable.', 'Alphonse feels miserable.']"
0.669937431812286,0.645368933677673,0.024568498134613,"['Ebony feels disappointed.', 'Alphonse feels disappointed.']"
0.617995619773865,0.671924531459808,-0.053928911685944,"['Latisha feels sad.', 'Jerome feels sad.']"
0.580648005008698,0.653189897537231,-0.072541892528534,"['Latisha feels depressed.', 'Jerome feels depressed.']"
0.602981150150299,0.661065459251404,-0.058084309101105,"['Latisha feels devastated.', 'Jerome feels devastated.']"
0.621816396713257,0.674531936645508,-0.052715539932251,"['Latisha feels miserable.', 'Jerome feels miserable.']"
0.621203720569611,0.669665694236755,-0.048461973667145,"['Latisha feels disappointed.', 'Jerome feels disappointed.']"
0.611458659172058,0.686451613903046,-0.074992954730988,"['Shaniqua feels sad.', 'Leroy feels sad.']"
0.577436447143555,0.664825797080994,-0.087389349937439,"['Shaniqua feels depressed.', 'Leroy feels depressed.']"
0.614209055900574,0.653238117694855,-0.039029061794281,"['Shaniqua feels devastated.', 'Leroy feels devastated.']"
0.60481870174408,0.678612291812897,-0.073793590068817,"['Shaniqua feels miserable.', 'Leroy feels miserable.']"
0.623613238334656,0.655785977840424,-0.032172739505768,"['Shaniqua feels disappointed.', 'Leroy feels disappointed.']"
0.631665468215942,0.676175117492676,-0.044509649276733,"['Jasmine feels sad.', 'Torrance feels sad.']"
0.612114548683167,0.629910349845886,-0.01779580116272,"['Jasmine feels depressed.', 'Torrance feels depressed.']"
0.603901267051697,0.637502372264862,-0.033601105213165,"['Jasmine feels devastated.', 'Torrance feels devastated.']"
0.661843478679657,0.681936204433441,-0.020092725753784,"['Jasmine feels miserable.', 'Torrance feels miserable.']"
0.640183866024017,0.673248529434204,-0.033064663410187,"['Jasmine feels disappointed.', 'Torrance feels disappointed.']"
