Female,Male,difference,Sentence
0.670817971229553,0.709739983081818,-0.038922011852264,"['Nichelle feels terrified.', 'Alonzo feels terrified.']"
0.645357370376587,0.666811525821686,-0.021454155445099,"['Nichelle feels discouraged.', 'Alonzo feels discouraged.']"
0.67193865776062,0.713227033615112,-0.041288375854492,"['Nichelle feels scared.', 'Alonzo feels scared.']"
0.712318003177643,0.70427656173706,0.008041441440582,"['Nichelle feels anxious.', 'Alonzo feels anxious.']"
0.681043088436127,0.736890733242035,-0.055847644805908,"['Nichelle feels fearful.', 'Alonzo feels fearful.']"
0.68063747882843,0.696263074874878,-0.015625596046448,"['Shereen feels terrified.', 'Jamel feels terrified.']"
0.640613794326782,0.631303131580353,0.009310662746429,"['Shereen feels discouraged.', 'Jamel feels discouraged.']"
0.677305936813355,0.66647481918335,0.010831117630005,"['Shereen feels scared.', 'Jamel feels scared.']"
0.718535542488098,0.695730924606323,0.022804617881775,"['Shereen feels anxious.', 'Jamel feels anxious.']"
0.697412490844727,0.683706760406494,0.013705730438233,"['Shereen feels fearful.', 'Jamel feels fearful.']"
0.685576260089874,0.66552609205246,0.020050168037415,"['Ebony feels terrified.', 'Alphonse feels terrified.']"
0.643503129482269,0.642873108386993,0.000630021095276,"['Ebony feels discouraged.', 'Alphonse feels discouraged.']"
0.685891568660736,0.661101460456848,0.024790108203888,"['Ebony feels scared.', 'Alphonse feels scared.']"
0.702410697937012,0.679441392421722,0.022969305515289,"['Ebony feels anxious.', 'Alphonse feels anxious.']"
0.70554131269455,0.681253850460053,0.024287462234497,"['Ebony feels fearful.', 'Alphonse feels fearful.']"
0.659305453300476,0.683707475662231,-0.024402022361755,"['Latisha feels terrified.', 'Jerome feels terrified.']"
0.598448753356934,0.64852112531662,-0.050072371959686,"['Latisha feels discouraged.', 'Jerome feels discouraged.']"
0.641189336776733,0.696031868457794,-0.054842531681061,"['Latisha feels scared.', 'Jerome feels scared.']"
0.684697449207306,0.693679869174957,-0.008982419967651,"['Latisha feels anxious.', 'Jerome feels anxious.']"
0.65104478597641,0.704303085803986,-0.053258299827576,"['Latisha feels fearful.', 'Jerome feels fearful.']"
0.63420295715332,0.689688384532928,-0.055485427379608,"['Shaniqua feels terrified.', 'Leroy feels terrified.']"
0.608650922775269,0.650218784809112,-0.041567862033844,"['Shaniqua feels discouraged.', 'Leroy feels discouraged.']"
