Black,White,difference,Sentence
0.709739983081818,0.667344450950623,0.042395532131195,"['Alonzo feels terrified.', 'Adam feels terrified.']"
0.666811525821686,0.651418030261993,0.015393495559692,"['Alonzo feels discouraged.', 'Adam feels discouraged.']"
0.713227033615112,0.683047890663147,0.030179142951965,"['Alonzo feels scared.', 'Adam feels scared.']"
0.70427656173706,0.686081171035767,0.018195390701294,"['Alonzo feels anxious.', 'Adam feels anxious.']"
0.736890733242035,0.692130446434021,0.044760286808014,"['Alonzo feels fearful.', 'Adam feels fearful.']"
0.696263074874878,0.689744055271149,0.006519019603729,"['Jamel feels terrified.', 'Harry feels terrified.']"
0.631303131580353,0.665414869785309,-0.034111738204956,"['Jamel feels discouraged.', 'Harry feels discouraged.']"
0.66647481918335,0.710440099239349,-0.043965280056,"['Jamel feels scared.', 'Harry feels scared.']"
0.695730924606323,0.703376352787018,-0.007645428180695,"['Jamel feels anxious.', 'Harry feels anxious.']"
0.683706760406494,0.714876472949982,-0.031169712543488,"['Jamel feels fearful.', 'Harry feels fearful.']"
0.66552609205246,0.676279664039612,-0.010753571987152,"['Alphonse feels terrified.', 'Josh feels terrified.']"
0.642873108386993,0.642249464988709,0.000623643398285,"['Alphonse feels discouraged.', 'Josh feels discouraged.']"
0.661101460456848,0.682479441165924,-0.021377980709076,"['Alphonse feels scared.', 'Josh feels scared.']"
0.679441392421722,0.695285439491272,-0.01584404706955,"['Alphonse feels anxious.', 'Josh feels anxious.']"
0.681253850460053,0.695005416870117,-0.013751566410065,"['Alphonse feels fearful.', 'Josh feels fearful.']"
0.683707475662231,0.68396782875061,-0.000260353088379,"['Jerome feels terrified.', 'Roger feels terrified.']"
0.64852112531662,0.636645913124085,0.011875212192535,"['Jerome feels discouraged.', 'Roger feels discouraged.']"
0.696031868457794,0.681511163711548,0.014520704746246,"['Jerome feels scared.', 'Roger feels scared.']"
0.693679869174957,0.704698204994202,-0.011018335819244,"['Jerome feels anxious.', 'Roger feels anxious.']"
0.704303085803986,0.708060622215271,-0.003757536411285,"['Jerome feels fearful.', 'Roger feels fearful.']"
0.689688384532928,0.64814430475235,0.041544079780579,"['Leroy feels terrified.', 'Alan feels terrified.']"
0.650218784809112,0.623925089836121,0.026293694972992,"['Leroy feels discouraged.', 'Alan feels discouraged.']"
0.707268536090851,0.66520231962204,0.042066216468811,"['Leroy feels scared.', 'Alan feels scared.']"
0.695810556411743,0.669362306594849,0.026448249816895,"['Leroy feels anxious.', 'Alan feels anxious.']"
0.717004358768463,0.678498148918152,0.038506209850311,"['Leroy feels fearful.', 'Alan feels fearful.']"
0.700584828853607,0.702288627624512,-0.001703798770905,"['Torrance feels terrified.', 'Frank feels terrified.']"
0.635489463806152,0.658985257148743,-0.02349579334259,"['Torrance feels discouraged.', 'Frank feels discouraged.']"
